영화평점,영화감상평
4,이제 마블 너무 지겹다...디즈니도 이제 구독취소해야지...안녕 ㅠㅠ
10,스토리와 볼거리 모두 풍성
10,역시 믿고 보는 히어로 영화 시간 가는 줄 모르고 봤습니다^^
10,말해뭐해 최고지 닥스 최고
8,최근까지의 마블 행보는 스토리 위주 떡밥 회수 같은 느낌 이였다면 닥스2는 영상미 화려함 옛날초반의 마블 느낌 심심하지않고 볼꺼많음 음표씬 너무 유치하긴함갠적으로 스파이더맨보다 나았음
10,시간가는줄모르고봤어요
10,너무 재미있었고 3나온데서 기대됩니다 그리고 슬프기도했어요 그래도 재미있었어요 좋았어요 굿~~~~
10,재밌네요~~~~^^
10,잼나요!! 말이 필요없는 꼭 영화관에서 봐야 함!!
1,너무 별로. 앞으로 마블 안볼거같다.
10,아주 재미있어요최고에요
10,역시 기대대로 꿀잼이구만
10,재밌었어요 스릴 넘치고 압도적 영상미는 말이 필요 없네요;
5,마블 팬입니다. 기대가 크면 실망도 큰 법. 하도 혹평일 많길래 주저하다 참을 수 없어 봤는데..혹시나 했지만 역시나.. 제목이 다 말해주네 영화 자체가 대혼돈이다. 이게 원작에 있는 내용인가요?? 난 또 무슨 다중우주에 대단한 일이라도 벌어지는 줄 알았어. 차라리 타노스를 살려내지.. 아..이제 점점 마블영화 의심이 가기 시작한다.. 그나마 엘리자베스 올슨 보는 맛에 참고 봤다.
10,아이맥스 짱! 몰입도도 좋고 배네딕트도 좋고~~
8,연출이 오짐 연기를 잘함
10,"액션,CG 다 멋져요!!! 기다린 만큼 재미있어요!!!"
7,상대적으로 높은 입문 문턱에 완다의 행동에 얼마나 공감할 수 있는지에 따라 호불호가 갈릴 수 있다 개인적으로는 왜 저럴까 하는 의문을 표하지만 그럭저럭 재밌게 봤다 이 영화 보기 전에 꼭 완다 비전을 보고 오시길 쿠키 영상은 2개지만 별거 없으니 안 봐도 된다
10,평이 좋지 않아서 기대를 안 하고 봤는데 너무너무 재밌었어요!! 완다비전을 전날 정주행하고 갔는데 그러길 잘 한 것 같아용 완다한테 감정이입 돼서 좀 슬펐음ㅠㅠ 근데 닥스2 보단 스칼렛위치1 같았어요 다음 닥스 솔로 영화는 닥스를 많이 띄워줬으면 좋겠다!!!
10,한시도 눈을 뗄 수가 없었다~~
10,역시 컴버배치 연기는 최고
10,닥스랑 웡 케미는 진짜 여전하네여ㅠㅠㅠ
8,재밌는데 머리가 어질어질함
4,음 기대이하ㅏ하하하라하라
10,호러잼. 여름에 나왔으면 3D로 여고괴담 뺨치게 흥행했을듯...
8,1편보다 화려한 CG 연출 제목처럼 혼돈의 멀티버스라는 주제를 잘 나타낸거 같습니다 공포요소가 상당하여 신선하지만 무서운 작품이였습니다
1,"공포영화인지 개그영화인지.. 화려한 연출에만 집중한느낌이고 서사,스토리,개연성이 너무너무 별로였네요 너무 유치하고 클리셰 범벅입니다. 아무 필요없고 쓸데없는 장면들도 너무많다고 느껴졌습니다.정말제가본 영화중 최악 top3안에 드네요"
10,넘 재밌게 봤어요
10,리뷰보고 걱정해는데 완전 재미있었다
2,개유치하고 되도 않는 점프스케어 넣음 감독이 감독인건 알겠는데 다른 마블영화랑 결이 좀 심하게 다름
4,이 영화로 마블의 종말을 봤다
10,공포영화같았지만 재밌긴했습니다.
10,"닥터스트레인지가 타임스톤을 타노스에게 넘김으로써 선택한 미래는, 완다가 가장 불행해지는 현재였다."
10,"장면 묘사와 음악을 주목, 오감으로 느끼는 영화"
8,감독의 색깔이 많이 묻어난 작품이였고..슬슬 mcu 영화들은 보기 전에 mcu드라마들도 한번 씩 스토리라도 보고난 후 보아야 더 깊게 몰입하고 이해되는 부분이 많아질 듯. 그리고 이게 12세라고 하기엔 좀 공포에 잔인한듯
10,이전 마블 영화랑은 많이 달라서 평점이 안좋은거 아닐까요?이게 마블이 아니였다면 신선하다고 평점 높았을것같은데(전 재미있었음)
5,너무 기대하고 있었는데…
7,노잼은 아닌데 그렇다고 유잼이라기도 아쉽다. 좀 조잡했달까... 음표에서 많이 깼다ㅠ
10,개인적으로 너무 슬프고 재밌었음 ㅠ
10,좀 아쉽긴했지만 전 이미 마블영화나 드라마 거의다봐서 재미는있었습니다
8,마블에 호러 양념이 들어갔으나 너무 가벼게 날려버리는 느낌이 아쉽네요. 반가운 캐릭을 너무 쉽게 소비한 느낌이라 집중력이 떨어지고 몰입감에 방해가 되네요. 하지만 마불은 마블이니 재미는 있네요
8,",0,000,0,0,0,"
10,"진입장벽 높을것이다. 하지만 나는 마블덕후로서 매우 만족해따..아쉬운건 음표전투,까메오들.."
2,PC 주입 심각하고 cg도 구리고 갑자기 호러에 냐용도 재미없엇다..
8,생각보다 재미는 없었어요.
2,연출이 배우들 연기력이 너무 아깝다고 느껴짐.싸구려 공포영화와 비급 코미디 요소를 왜 넣었는지 모르겠음 적어도 열렬한 마블 팬은 이딴 식의 전개와 연출을 기대하고 영화를 보진 않는다고 생각함.
3,우와.. 지금까지 본 마즐 영화 중 가장 실망스러웠음 무슨 공포영화도 아니고 기괴한 연출부터 좀비까지…... 너-무 당황스러웠네 ㅋㅋ
4,넘 재미없어여 ㅜㅜ 완전 꽝
1,부산행이 더 재미있다좀비영화인줄 몰랐음
10,단연코 나에게는 마블영화중 최고였다
1,좋은 소재를 이렇게...샘 레이미의 스파이더맨을 생각하고보러간다면 화가나는 영화
10,복잡한 멀티버스라는 개념을 이렇게 쉽고 멋있게 연출한것 만으로도 너무 만족..
10,재밌었어요ㅋ ㅋㅋ 즐겁게 관람했습니다
10,갠적으로 마블이 이 갈고 만들었다고 생각함.손에 꼽을 정도
10,개꿀잼...!!! 넘재밋어요
10,완다 쌍둥이 아들들 나올 때마다 왜 울컥하냐..ㅠ
10,전개가 기존 마블틱 하지 않고 약간 B급 갬성이지만 만족도는 높은.. 노웨이홈이 너무 잘만들었던 것뿐.. 그렇다고 이게 이따위 평점을 받을 영화는 아님..! 평점 8.5정도 올려라 이넘의 안티 알바생들아!
10,영상미 스토리 모두 다 만족스런 영화였어용ㅋ
10,상상력이 무궁무진 재미있게 보고 왔어요~ 굳~~~
10,사람들이 괜히 마블마블 하는게 아님요ㅋㅋㅋ 진짜 개재밌다구ㅠㅠㅠㅠ
7,마블이니까 스토리이해할려고 본느낌
10,소치틀 고메즈 배우 아메리카 차베즈랑 찰떡!
10,완다 너무 슬프다 다른 완다가 위로해주는 장면 눈물 찡
10,와.. 진짜 나는 너무 재밌게 봤음
10,차베즈 너무 귀엽고 당차서 자꾸 생각남ㅠㅠ
7,배우들의 연기가 좋았습니다.
10,영화 보고 나면 샘 레이미 팬 될 수 밖에 없음
10,히어로들을 멀티버스로 이렇게 엮어놓다니ㅋㅋㅋ 큰 그림에 무릎을 탁 치고 갑니다!
10,짝짝짝짝~~~~박수
10,좋았어요. 연기며 내용 모두 만족요ㅎㅎ
10,닥터 오은영이었다면 금방 해결했을 듯
10,완다의 감정연기에 재밌게 봤어요
10,시간가는 줄 모르는 스토리와 영상미!! 오랜만에 아주 재밌게 본 영화입니다!!
6,마블은 마블인데.. 좀 다른 옷을 입은듯. 낯설다. 많이.
10,마블 영화중 최고 수준..
10,최근에 본 영화 중 최고!
9,개인적으로 명대사 완다 : 사랑으로 키울게
6,볼거리는 많은 것 같네요. 기대한 만큼 재미있지는 않았습니다.
10,기대 이상입니다단… 관람전 완다비전을 꼭 보시길…..
7,자본영화인데 b급 공포영화 연출이라 촌스럽게 느끼는 사람하고 오히려 기괴하게 느끼는 사람으로 나뉠 듯
8,완다비전 정리된거 유튜브에서 꼭 확인 하시고 영화 보셔야 됩니다. 드래그미투헬+콘스탄틴+닥터스트레인지 같았어요. 데니엘프만의 음악이 영화가 호러로 넘어가지 않게 잘 잡아준것 같았구요. 샘레이미감독 아직 안죽었네요.
10,거대한 마블 역대급 영상미...굿
7,자칫 산으로 갈 수 있는 스토리를 어색하지 않게 엮었고.. 예고편으로 상상했던 내용과 실 내용에는 많은 차이가 있었음...아이언맨은.. 실망임..
10,이스터에그 제대로 보려고 N차 더 갈김ㅋㅋㅋ
10,이번 영화로 멀티버스 본격 열리고 마블이 이걸 어떻게 풀어갈지ㅎㅎㅎ 넘 기대되고 설렌다
10,봐도 후회가 없습니다.
4,ㄹㅇ 에바임 개유치함...
10,마블 페이즈4의 본격 시작을 알리는 영화가 아닐까ㅋㅋㅋ 아 진짜 또 볼까 생각 중
8,재밌어요 역시 마블은 씨지보는 맛이 쏠쏠해요...:)))
10,이번에 마블 진짜 작정하고 만들었네요ㅋㅋㅋㅋ
10,정말 행복합니다. cg의 끝을 봤네요.
9,평점이 생각보다 낮은 이유는 아무래도 샘레이미가 스파이더맨시리즈처럼 만들거라 생각했는데 B급정신으로 만든 이블데드시리즈처럼 만들어서 관객들을 당혹스럽게 했다는점(까메오 브루스 캠벨ㅋㅋ). 별 이유같지 않은 이유로 갑자기 악마수준으로 흑화해버린 완다도 완다비전을 봐야 이해할것 같다. 물론 타세계의 스트레인지처럼 다크홀드를 소유하면 흑화해버리지만. 기존 MCU에 길들여 있는 사람들에겐 약간 거부감이 있을수 있으나 나는 그럭저럭 봐줄만 했다
10,간만에 재미있는 영화 봤습니다 돈과 시간이 아깝지 않아요
10,그냥 멀티버스를 위한 영화로 굳이 영화관에서 볼 필요는 없을듯.
6,B급 공포영화
10,ㄹㅇ 스트레스가 뻥 뚫리는 영화
10,닥터스트레인지의마법×멀티버스세계관말해뭐해 재밌게잘봤음!!
10,노웨이홈 보고 엄청 울었는데 이건 그다지 슬프진 않네요..? 완다 안 보고가도 잘 이해됩니다 강추!! 근데 12세는 아닌 것 같아유.. 근데 넘 존잼 ㅜ
10,완다비전을 보지 않으면 완다가 어떻게 스칼렛위치가 됐는지 왜 그렇게 애들에게 집착하는지 이해할 수 없고 로키를 보지않으면 멀티버스와 인커전에 대한 이해가 떨어질것이다. 결국 마블팬들을 위한 영화이고 호러 연출은 훌륭했다.
10,말이 필요없어요. 역시♡
10,음표 던지는 부분 보고 좀 귀여워서 웃긴 했는데 닥터스트레인지가 최애인 사람으로서 앞으로도 최애 안 바뀔 듯 최고
5,나는 닥스2를 보러간거지 완다비전2를 보러간게 아니다
10,징그럽거나 무서운거 못보는 사람들 주의
5,공포는 아니지만 그래도 너무 재미있고 나중에 내가 유튜브를 한다면 바로 추천을 한다. 이런 생각이 있을 정도로 최고였다. 베네틱스 컴배비치의 컴백!!!
2,쓰레기... 그냥 떡밥 짬때리려 만든 영화
10,닥스와 완다의 성장 일기. 그리고 언제나 믿음직스러운 웡! 스케일도 크고 시원시원하고 재밌어요.
10,"닥터스트레인지...사랑해요,,,,속편 꼭 나오길"
10,음표 날리는거 유치하다기보다 쿵푸허슬 같은데에서 은둔고수 들이 악기로 기공포 날리는거 같아서 너무 좋았음. 그걸 샘 스타일로 한거같음 ㅋㅋㅋㅋ 글구 공포 많이 만들던 감독이라그런지 호러 괜찮음 다만 스트레인지의 호러는 한번이면 됩니다아아아아... 한번 딱 별미로 bb 였음 ㅋㅋㅋㅋ
2,인생에서 영화관 나온거 2번인데 그중 하나가 이거임
10,사람들이 평점을 낮게 줘서 그렇게 기대를 안 했는데 재미있었음 사람둘이 6 7점을 준이유가 기존 마블과 다른 컨셉이고 기존 컨셉이 아니라서 실망한것 같음 마블용 공포영화를 만들어서 재미있옸음
10,그냥 볼만함 근데 마블 특유의 느낌이 사라짐
4,완다 시리즈 보고왔으면 이해는 더 잘되긴했었겠지만 안봤다고 해서 크게 문제될거같지는않음. 완다가 흑화한 이유는 자세히 나오지는 않더라도 흐름상 대충 유추할수있음 근데 영화가 그냥 노잼 액션신도 기대이하그래도 이터널즈보단 나음 기대 기준이 이터널즈면 괜찮고 제일 최근나온 스파이더맨 기준이면 상당히 실망스러울듯
7,음표로 뇌절하기 전까진 재밌었음. 그리고 생각보다 호러 연출이 많이 나와 어린이가 보기엔 좀 무서울 수 있을 것 같음
10,개인적으로 너무 재밌었음!! 한번 더 보고싶다!
6,닥터 스트레인지:대혼돈의 몰티져스
10,와 기대하고 갔는데 기대한 만큼보다 더 재밌게 봄 또 보러가야지
10,개꿀잼임 ㄹㅇ 쿠키까지 개재밌음
10,"여기 까칠한 리뷰보고 하마터면 집에서 tv로 볼 뻔했네, 일반적이고 평범한 사람이라면 볼만하고 재미있다고 생각할 가능성이 높음"
2,뇌절을 일절도아니고 무한절로하냐90년대 영화연출뭔데전스리즈에대한 모욕이야
6,마블이 원래 이렇게 어두웠나라는 생각도 들고 호러쪽에 가까웠음
10,역시나 영상미가 최고인 영화ㄷㄷ
4,하...이건 공포영화임
1,ㄹㅇ... 영화 보다가 이게뭐냐만 5번은 넘게 말했네..
10,재밌다 스토리가 정말 좋았고 마블 영화치고 약간 신선하기도 했음ㅋㅋㅋ샘레이미 감독이 연출 맡은건 신의 한 수
7,뭔가 큰 임팩트랄건 없고 나중에 큰 한방을 위한 서사만 보여준 느낌
2,"그냥 마블 이제 망했습니다 최고의 재료로 최악을 만들었네 1기 멤버들 이제 다빠져서 캐릭터매력도 없고 pc,중국에 절여지고 감독은 마블영화를 보고 만들었는지 의문일정도로 개떡으로 만들어놓음 시간,돈 버리고싶으시면 보러가세요 전 마블영화 이제 손절하렵니다 나와봤자 개판내용 연출에 매력없는 흑인, 여자, 동양인 범벅 노잼캐릭터일텐데... 맛있게 만들면 박수를 받지만 어정쩡한 어울리지않는 재료들 넣어서 똥국 만들면 욕먹는다는걸 보여주는 예시였음"
10,지루하지 않고 잘 봤어요. 무조건 아이맥스로!!
10,의사는 성형외과의사 보다 신경외과의사가 최곱니다.
2,1편 다시 보고 눈 정화하러감...진짜 감독이 중요한걸 느끼게 해준 영화다.. 이 감독 이제 거르고 봐야지 ....그냥 짝퉁 스트레인지 느낌... 저는 그랬음 보고...
10,저는 너무 재미있었어요
10,빠른 전개에 화려한 영상에 내용도 알차고 볼거리 풍부합니다.
2,절대 보지마삼... 유치해서 푹잤음
10,역대 마블 애니중 최애임스토리는 그닥..? 인데 연출 하나로 ㄹㅇ 다시보고싶다
1,1점도 아깝다.pc범벅 되면서 디즈니가 맛탱이 갔음
10,명불허전 마블.. cg가 진짜 압도적이네요!
8,완다야 비전없는 나라도 좋다면 우리 애 둘 낳고 행복하게 살자
