분류,부정리뷰,cleaned_text,spell_check
부정,중요했던 과거의 일들을당장의 흥행수익을 위해 리스펙없이 싸그리 우습게 묘사해서 끝내버리는마블에 개실망항상 그래도 마블영화는 재밌게 봐왔고안빠지게 10년 넘게 봐왔는데이번 영화는 실망이었슴ㅜ피식하고 헛웃음 나올때 많았슴예를들어 굳이 그냥 공격해도 되는데굳이 악보의 음표를 빼내서 공격하고;;;;너무 유치함의 극치였슴이번 영화 매출만 생각해서과거의 영웅들과 스토리라인을하찮게 묘하한건 역대급실수,중요했던 과거의 일들을당장의 흥행수익을 위해 리스펙없이 싸그리 우습게 묘사해서 끝내버리는마블에 개실망항상 그래도 마블영화는 재밌게 봐왔고안빠지게 10년 넘게 봐왔는데이번 영화는 실망이었슴 피식하고 헛웃음 나올때 많았슴예를들어 굳이 그냥 공격해도 되는데굳이 악보의 음표를 빼내서 공격하고 너무 유치함의 극치였슴이번 영화 매출만 생각해서과거의 영웅들과 스토리라인을하찮게 묘하한건 역대급실수,중요했던 과거의 일들을 당장의 흥행 수익을 위해 리스펙트 없이 깡그리 우습게 묘사해서 끝내버리는 마블에 개실만 항상 그래도 마블 영화는 재밌게 봐왔고 안 빠지게 10년 넘게 봐왔는데 이번 영화는 실망이었음 피식하고 헛웃음 나올 때 많았음 예를 들어 굳이 그냥 공격해도 되는데 굳이 악보의 음표를 빼내서 공격하고 너무 유치함의 극치였음이 번 영화 매출만 생각해서 과거의 영웅들과 스토리라인을 하찮게 묘 하한 건 역대급실수
부정,나에게 수면제를 두번이나 먹인 닥터,나에게 수면제를 두번이나 먹인 닥터,나에게 수면제를 두 번이나 먹인 닥터
부정,마블 영화랑 드라마까지 거의 다 챙겨본 사람으로써 이건 좀 아니네요.... 보고나서 평점 높게 줄려했는데 도저히 줄 수가 없네요. 마블에서 공포를 다룬건 높게 사지만 너무 유치한 느낌이 드네요. 내용은 다 이해가 가지만 몰입하기 쉽지 않았습니다. 솔직히 이터널스보다 재미없습니다..,마블 영화랑 드라마까지 거의 다 챙겨본 사람으로써 이건 좀 아니네요 보고나서 평점 높게 줄려했는데 도저히 줄 수가 없네요 마블에서 공포를 다룬건 높게 사지만 너무 유치한 느낌이 드네요 내용은 다 이해가 가지만 몰입하기 쉽지 않았습니다 솔직히 이터널스보다 재미없습니다,마블 영화랑 드라마까지 거의 다 챙겨 본 사람으로서 이건 좀 아니네요 보고 나서 평점 높게 주려 했는데 도저히 줄 수가 없네요 마블에서 공포를 다룬 건 높게 사지만 너무 유치한 느낌이 드네요 내용은 다 이해가 가지만 몰입하기 쉽지 않았습니다 솔직히 이 터 널스보다 재미없습니다
부정,내가 뭘보고있는거지?,내가 뭘보고있는거지 ,내가 뭘 보고 있는 거지
부정,공포영화인줄ㅜㅜ,공포영화인줄 ,공포영화인 줄
부정,b급보다못한 중국영화수준,b급보다못한 중국영화수준,b급보다 못한 중국 영화 수준
부정,너무 유치해서 졸음이 ㅋㅋㅋ,너무 유치해서 졸음이 ,너무 유치해서 졸음이 
부정,이 영화의 장르 : 오컬트 공포,이 영화의 장르 오컬트 공포,이 영화의 장르 오컬트 공포
부정,오마이갓.. 이런영화를 돈주고 봤다뉘.. ㅠㅜ,오마이갓 이런영화를 돈주고 봤다뉘 ,오마이갓 이런 영화를 돈 주고 봤다 뉘
부정,1. 로키에서 기껏 쌓아올린 멀티버스의 개념을 완전히 무너뜨림. 감독이 멀티버스 개념 자체를 이해 못하고 있음. 2.공포영화를 만들고 싶었다는데 개그영화를 만듬. 중요한 순간마다 나오는 공포영화 오마주 장면들은 실소를 금할 수가 없었음. 3. 깔끔하게 끝나던 마블 여타 시리즈와 달리 끝나고 나서 너무 신파 장면이 너무 김. 4. 두번째 쿠키 XX(내 10분 내놔라),1 로키에서 기껏 쌓아올린 멀티버스의 개념을 완전히 무너뜨림 감독이 멀티버스 개념 자체를 이해 못하고 있음 2 공포영화를 만들고 싶었다는데 개그영화를 만듬 중요한 순간마다 나오는 공포영화 오마주 장면들은 실소를 금할 수가 없었음 3 깔끔하게 끝나던 마블 여타 시리즈와 달리 끝나고 나서 너무 신파 장면이 너무 김 4 두번째 쿠키 XX 내 10분 내놔라 ,1 로키에서 기껏 쌓아올린 멀티버스의 개념을 완전히 무너뜨림 감독이 멀티버스 개념 자체를 이해 못 하고 있음 2 공포영화를 만들고 싶었다는데 개그 영화를 만듦 중요한 순간마다 나오는 공포영화 오마주 장면들은 실소를 금할 수가 없었음 3 깔끔하게 끝나던 마블 여타 시리즈와 달리 끝나고 나서 너무 신파 장면이 너무 김 4두 번째 쿠키 XX 내 10분 내놔라 
부정,기대하지말고보세요 B급 공포영화가 더 재밌겠음,기대하지말고보세요 B급 공포영화가 더 재밌겠음,기대하지 말고 보세요 B급 공포영화가 더 재밌겠음
부정,진짜 개 망작이다디즈니 들어오더니 무슨 디즈니랑 엑스맨 짬뽕 만들어놨네ㅋㅋ개연성 서사 다 무시하고 기존 마블 방식하고도 연출 완전 다름이제 다시는 마블 영화 안봄ㅇㅇ,진짜 개 망작이다디즈니 들어오더니 무슨 디즈니랑 엑스맨 짬뽕 만들어놨네 개연성 서사 다 무시하고 기존 마블 방식하고도 연출 완전 다름이제 다시는 마블 영화 안봄 ,진짜 개 망작이다디즈니 들어오더니 무슨 디즈니랑 엑스맨 짬뽕 만들어놨네 개연성 서사 다 무시하고 기존 마블 방식하고도 연출 완전 다름이 제 다시는 마블 영화 안 봄
부정,고퀄리티 B급 서양 공포영화,고퀄리티 B급 서양 공포영화,고퀄리티 B급 서양 공포영화
부정,"본다면 말리지는 않겠다만..뭔 백투더퓨처, 스타트랙느낌 영화를 본거같다..",본다면 말리지는 않겠다만 뭔 백투더퓨처 스타트랙느낌 영화를 본거같다,본다면 말리지는 않겠다만 뭔 백 투 더퓨처 스타 트랙 느낌 영화를 본 거 같다
부정,ㅋㅋ 졸려 보지마삼 애들도 동감함, 졸려 보지마삼 애들도 동감함, 졸려 보지만 삼 애들도 동감함
부정,히어로물이 아닌 공포스릴러물같은 영화가 됨.,히어로물이 아닌 공포스릴러물같은 영화가 됨,히어로물이 아닌 공포 스릴러물 같은 영화가 됨
부정,"영화 연출이 '대혼돈', 플롯은 '더혼돈' 닥스 1편의 장점이 사라지고 B급 유사 공포영화 연출이 덕지덕지 붙은 '다크홀드 저주'가 걸린 2편.",영화 연출이 대혼돈 플롯은 더혼돈 닥스 1편의 장점이 사라지고 B급 유사 공포영화 연출이 덕지덕지 붙은 다크홀드 저주 가 걸린 2편,영화 연출이 대혼돈 플롯은 더 혼돈 닥스 1편의 장점이 사라지고 B급 유사 공포영화 연출이 덕지덕지 붙은 다크 홀드 저주 가 걸린 2편
부정,옆에서 자고 있는 친구와,옆에서 자고 있는 친구와,옆에서 자고 있는 친구와
부정,마블영화가 아닌 B급 히어로 패러디 영화 느낌,마블영화가 아닌 B급 히어로 패러디 영화 느낌,마블 영화가 아닌 B급 히어로 패러디 영화 느낌
부정,최악의 영화였다. 1시간 지날 쯤 빠르게 나와버렸다.,최악의 영화였다 1시간 지날 쯤 빠르게 나와버렸다,최악의 영화였다 1시간 지날 즘 빠르게 나와버렸다
부정,"오글 클리셰, 스토리 노잼, 아메리카 발연기..",오글 클리셰 스토리 노잼 아메리카 발연기,오글 클리셰 스토리 나 잼 아메리카 발연기
부정,닥스에서만 볼수 있는 세계 쪼개지는 장면은 없고 마블버전 공포영화였음. 스토리 기본전제인 완다의 대의가 허접해서 몰입이 안됨. 혼자 자식있는데로 넘어가면 되지 왜 굳이 힘을 뺏으려드나 했는데 애들 나중에 아프면 다른세계 치료제 필요할까봐라니. 닥스는 이제까지 현명하고 의지되는 캐릭터였는데 닥스2에서 갑분 주변인에게 사고뭉치로 찍힌 캐릭터가 되있음.,닥스에서만 볼수 있는 세계 쪼개지는 장면은 없고 마블버전 공포영화였음 스토리 기본전제인 완다의 대의가 허접해서 몰입이 안됨 혼자 자식있는데로 넘어가면 되지 왜 굳이 힘을 뺏으려드나 했는데 애들 나중에 아프면 다른세계 치료제 필요할까봐라니 닥스는 이제까지 현명하고 의지되는 캐릭터였는데 닥스2에서 갑분 주변인에게 사고뭉치로 찍힌 캐릭터가 되있음,닥스에서만 볼 수 있는 세계 쪼개지는 장면은 없고 마블 버전 공포영화였음 스토리 기본 전제인 완다의 대의가 허접해서 몰입이 안 됨 혼자 자식 있는 데로 넘어가면 되지 왜 굳이 힘을 뺏으려 드나 했는데 애들 나중에 아프면 다른 세계 치료제 필요할까 봐라니 닥스는 이제까지 현명하고 의지되는 캐릭터였는데 닥스 2에서 갑분 주변인에게 사고뭉치로 찍힌 캐릭터가 돼있음
부정,너무 재미없어요두번째 쿠키 보지마삼,너무 재미없어요두번째 쿠키 보지마삼,너무 재미없어요 두 번째 쿠키 보지만 삼
부정,음 솔직히 돈아까웠다 멀티버스의 시작이라 그런 것 같지만 음... 돈 많이쓴느낌이라 영상미는 넘치지만 스토리가 너무 아쉬워ㅜㅜ 마블 특유의 재치코드도 없고,음 솔직히 돈아까웠다 멀티버스의 시작이라 그런 것 같지만 음 돈 많이쓴느낌이라 영상미는 넘치지만 스토리가 너무 아쉬워 마블 특유의 재치코드도 없고,음 솔직히 돈 아까웠다 멀티버스의 시작이라 그런 것 같지만 음 돈 많이 쓴 느낌이라 영상미는 넘치지만 스토리가 너무 아쉬워 마블 특유의 재치 코드도 없고
부정,마블이 이렇게 유치했었나? 심각한상황 거의 뽀로로 한편을 본듯한 유치함 그리고 지루함~갈수록 답없어지는 마블,마블이 이렇게 유치했었나 심각한상황 거의 뽀로로 한편을 본듯한 유치함 그리고 지루함 갈수록 답없어지는 마블,마블이 이렇게 유치했었나 심각한 상황 거의 뽀로로 한편을 본듯한 유치함 그리고 지루함 갈수록 답 없어지는 마블
부정,영화 전체에 깔려있는 노골적인 pc때문에 좀 역겨움. 뭐든 적당한게 좋은거다.,영화 전체에 깔려있는 노골적인 pc때문에 좀 역겨움 뭐든 적당한게 좋은거다,영화 전체에 깔려있는 노골적인 pc 때문에 좀 역겨움 뭐든 적당한 게 좋은 거다
부정,하...마블에 이런 별점을 주게될줄이야심지어 가장 좋아하던 닥터 스트레인지..온갖 요소를 다 끌어와 조잡하다. 난잡하다.스토리가 산으로간다..일루미나티 라는 단어를 보자마자마자 깼다.내 인생 최악의 마블,하 마블에 이런 별점을 주게될줄이야심지어 가장 좋아하던 닥터 스트레인지 온갖 요소를 다 끌어와 조잡하다 난잡하다 스토리가 산으로간다 일루미나티 라는 단어를 보자마자마자 깼다 내 인생 최악의 마블,하 마블에 이런 별점을 주게 될 줄이야 심지어 가장 좋아하던 닥터 스트레인지 온갖 요소를 다 끌어와 조잡하다 난잡하다 스토리가 산으로 간다 일루미나티라는 단어를 보자마자마자 깼다 내 인생 최악의 마블
부정,마블영화 기대하고봤는데중국자본 들어가서 그런지 우리 정서랑은안 맞는거 같네요.요즘 나오는 마블 영화 다 비슷한 중국느낌으로 가는 것 같아서 별로입니다.재미없습니다. 올해본 영화중에 가장 별로였어요,마블영화 기대하고봤는데중국자본 들어가서 그런지 우리 정서랑은안 맞는거 같네요 요즘 나오는 마블 영화 다 비슷한 중국느낌으로 가는 것 같아서 별로입니다 재미없습니다 올해본 영화중에 가장 별로였어요,마블 영화 기대하고 봤는데 중국 자본 들어가서 그런지 우리 정서랑은 안 맞는 거 같네요 요즘 나오는 마블 영화 다 비슷한 중국 느낌으로 가는 것 같아서 별로입니다 재미없습니다 올해 본 영화 중에 가장 별로였어요
부정,루소형제 데려와...,루소형제 데려와,루소 형제 데려와
부정,다크한..게 아니라 공포물을 보는듯한 연출. 꼭 그렇게 귀신나오는 영화처럼 깜짝깜짝 놀라게 해야했을까? 난 13일의금요일이 아니라 어벤져스의 닥터스트레인지를 보고 싶었다고..그리고 이제 마블은 다른 마블영화 뿐만 아니라 디즈니+ 티비 드라마까지도 예습하고 오는것을 강요하고 있는 듯.,다크한 게 아니라 공포물을 보는듯한 연출 꼭 그렇게 귀신나오는 영화처럼 깜짝깜짝 놀라게 해야했을까 난 13일의금요일이 아니라 어벤져스의 닥터스트레인지를 보고 싶었다고 그리고 이제 마블은 다른 마블영화 뿐만 아니라 디즈니 티비 드라마까지도 예습하고 오는것을 강요하고 있는 듯,다크 한 게 아니라 공포물을 보는듯한 연출 꼭 그렇게 귀신 나오는 영화처럼 깜짝깜짝 놀라게 해야 했을까 난 13일의 금요일이 아니라 어벤저스의 닥터 스트레인지를 보고 싶었다고 그리고 이제 마블은 다른 마블 영화뿐만 아니라 디즈니 티브이 드라마까지도 예습하고 오는 것을 강요하고 있는 듯
부정,기존 마블 영화들과 많이 다르고 유치해요 피식피식….,기존 마블 영화들과 많이 다르고 유치해요 피식피식 ,기존 마블 영화들과 많이 다르고 유치해요 피식피식 
