분류,긍정리뷰,cleaned_text,spell_check
긍정,이번엔 완다가 닥스만큼 비중있어서 넘 좋았어요~!!!,이번엔 완다가 닥스만큼 비중있어서 넘 좋았어요 ,이번엔 완다가 닥스만큼 비중 있어서 너무 좋았어요
긍정,완다비전 4번 돌려보고 디즈니플러스 구독해서 마블영화다본 입장에서 놓칠장면이 하나도없었다 감동적이였고 다시보고싶다,완다비전 4번 돌려보고 디즈니플러스 구독해서 마블영화다본 입장에서 놓칠장면이 하나도없었다 감동적이였고 다시보고싶다,완다 비전 4번 돌려보고 디즈니 플러스 구독해서 마블 영화다 본 입장에서 놓칠 장면이 하나도 없었다 감동적이었고 다시 보고 싶다
긍정,재밌음 특히 연출과 배우 연기는 정말 좋았습니다.스토리 전개과정도 빠르고 다이나믹해서 좋았습니다.,재밌음 특히 연출과 배우 연기는 정말 좋았습니다 스토리 전개과정도 빠르고 다이나믹해서 좋았습니다,재밌음 특히 연출과 배우 연기는 정말 좋았습니다 스토리 전개 과정도 빠르고 다이내믹해서 좋았습니다
긍정,나름 기대안하고 봤는데 재밌었습니다.,나름 기대안하고 봤는데 재밌었습니다,나름 기대 안 하고 봤는데 재밌었습니다
긍정,재밌다. 공포영화답게 잔인한게 많다.,재밌다 공포영화답게 잔인한게 많다,재밌다 공포영화답게 잔인한 게 많다
긍정,확실히 연출이 호불호가 갈릴만 하겠지만 내 기준에서는 호였던 연출,확실히 연출이 호불호가 갈릴만 하겠지만 내 기준에서는 호였던 연출,확실히 연출이 호불호가 갈릴만 하겠지만 내 기준에서는 호였던 연출
긍정,닥스3 나오는 건가? 나는 넘 재밌게 봤음 한번 더 보고 싶다ㅠㅠ,닥스3 나오는 건가 나는 넘 재밌게 봤음 한번 더 보고 싶다 ,닥스 3 나오는 건가 나는 너무 재밌게 봤음 한 번 더 보고 싶다 
긍정,아 진짜 강추요...잔말말고 예매하세요...네..,아 진짜 강추요 잔말말고 예매하세요 네,아 진짜 강추요 잔말 말고 예매하세요 네
긍정,완다가 타락하게 된 과정을 보여줬다면 어느정도 완다를 이해하게 될텐데...완다 팬으로써 아쉽습니다..,완다가 타락하게 된 과정을 보여줬다면 어느정도 완다를 이해하게 될텐데 완다 팬으로써 아쉽습니다,완다가 타락하게 된 과정을 보여줬다면 어느 정도 완다를 이해하게 될 텐데 완다 팬으로서 아쉽습니다
긍정,"역시 닥스는 닥스, 마법 씬 화려하고 좋았어요",역시 닥스는 닥스 마법 씬 화려하고 좋았어요,역시 닥스는 닥스 마법 신 화려하고 좋았어요
긍정,역시 재밌나네요~ 다음편도 빨리보고싶어요,역시 재밌나네요 다음편도 빨리보고싶어요,역시 재밌다네요 다음 편도 빨리 보고 싶어요
긍정,도대체 일루미나티는 타노스를 어떻게 죽였냐?,도대체 일루미나티는 타노스를 어떻게 죽였냐 ,도대체 일루미나티는 타노스를 어떻게 죽였냐 
긍정,가나다라마바사아차파,가나다라마바사아차파,가나 다 라 마 바 사 아차 파
긍정,2번째 쿠키영상 안보면 후회함 진짜 재미있음,2번째 쿠키영상 안보면 후회함 진짜 재미있음,2번째 쿠키영상 안 보면 후회함 진짜 재미있음
긍정,아주 재미있었음 영상미가 그중 쵝오,아주 재미있었음 영상미가 그중 쵝오,아주 재미있었음 영상미가 그중 최고
긍정,악보 속 음표로에 마법을 걸어 공격하면서 음악이 연주되는 장면에서 정말 감탄했다...!,악보 속 음표로에 마법을 걸어 공격하면서 음악이 연주되는 장면에서 정말 감탄했다 ,악보 속 음표로의 마법을 걸어 공격하면서 음악이 연주되는 장면에서 정말 감탄했다 
긍정,진짜 마블 좋아한다? 싶으면 다 좋아할 듯,진짜 마블 좋아한다 싶으면 다 좋아할 듯,진짜 마블 좋아한다 싶으면 다 좋아할 듯
긍정,쿠키2를위한 영화...기대한만큼최고! 기다림에대한 대가,쿠키2를위한 영화 기대한만큼최고 기다림에대한 대가,쿠키 2를 위한 영화 기대한 만큼 최고 기다림에 대한 대가
긍정,재밌다. 근데 좀 히어로들도 행복하면 안되는건가? 타노스 이겼는데도 죄다 인생 불쌍함 ㅜ,재밌다 근데 좀 히어로들도 행복하면 안되는건가 타노스 이겼는데도 죄다 인생 불쌍함 ,재밌다 근데 좀 히어로들도 행복하면 안 되는 건가 타노스 이겼는데도 죄다 인생 불쌍함 
긍정,감독 뭐하자는거냐? 영화를왜이렇게만드냐? 이런식이면 세계최고리미티드에디션최강로얄스페셜감독밖에안된다 ㅋㅋ,감독 뭐하자는거냐 영화를왜이렇게만드냐 이런식이면 세계최고리미티드에디션최강로얄스페셜감독밖에안된다 ,감독 뭐 하자는 거냐 영화를 왜 이렇게 만드냐 이런 식이면 세계 최고 리미티드 에디션 최강 로열 스페셜 감독밖에 안 된다
긍정,마블 세계관이 한층 더 넓어진듯ㄷㄷ,마블 세계관이 한층 더 넓어진듯 ,마블 세계관이 한층 더 넓어진 듯
긍정,닥터 스트레인지: 대혼돈의 멀티버스 진짜 꿀잼!!!!♥,닥터 스트레인지 대혼돈의 멀티버스 진짜 꿀잼 ,닥터 스트레인지 대혼돈의 멀티버스 진짜 꿀 잼
긍정,꼭보세용 두번보세용 세번보세용 ㅎㅎ,꼭보세용 두번보세용 세번보세용 ,꼭 보세용 두 번 보세용 세 번 보세용
긍정,내용도 최고 배우들도 최고 그래픽도 최고,내용도 최고 배우들도 최고 그래픽도 최고,내용도 최고 배우들도 최고 그래픽도 최고
긍정,큰 거 왔다는 말 이럴 때 쓰는 거임.. 스케일 진짜 큼 ㅋㅋㅋ,큰 거 왔다는 말 이럴 때 쓰는 거임 스케일 진짜 큼 ,큰 거 왔다는 말 이럴 때 쓰는 거임 스케일 진짜 큼 
긍정,올해 들어 최고의 영화인듯..,올해 들어 최고의 영화인듯,올해 들어 최고의 영화인 듯
긍정,"기대 이상으로 재밌게 봤어요 영상미, 색감, 음악까지 굿!!",기대 이상으로 재밌게 봤어요 영상미 색감 음악까지 굿 ,기대 이상으로 재밌게 봤어요 영상미 색감 음악까지 굿 
긍정,넘넘 재밌었고 중간중간에 깜짝놀랐네요?????????????,넘넘 재밌었고 중간중간에 깜짝놀랐네요 ,넘넘 재밌었고 중간중간에 깜짝 놀랐네요
긍정,아 이런게 웅장함이구나...,아 이런게 웅장함이구나,아 이런 게 웅장함이구나
긍정,완전 영상미 화려하고 재밌었어요 닥스2는 진짜 역대급입니다,완전 영상미 화려하고 재밌었어요 닥스2는 진짜 역대급입니다,완전 영상미 화려하고 재밌었어요 닥스 2는 진짜 역대급입니다
긍정,좋음 악평하는거 ㄹㅇ이해가안감 ㅋㅋ,좋음 악평하는거 이해가안감 ,좋음 악평하는 거 이해가 안 감
긍정,‘완다비전’ 꼭꼭!! 보고 봐야함, 완다비전 꼭꼭 보고 봐야함, 완다 비전 꼭꼭 보고 봐야 함
긍정,나름 재밌게 봣어요!!,나름 재밌게 봣어요 ,나름 재밌게 봤어요
긍정,뭔가 무섭기도한데 그래도 마법보는 맛이있어서 좋았어요 완다비전 로키 다 봐서 그런가 이해도 잘 됏고요,뭔가 무섭기도한데 그래도 마법보는 맛이있어서 좋았어요 완다비전 로키 다 봐서 그런가 이해도 잘 됏고요,뭔가 무섭기도 한데 그래도 마법 보는 맛이 있어서 좋았어요 완다 비전 로키 다 봐서 그런가 이해도 잘 됐고요
긍정,짱짱 추천쓰 닥터스트레인지..이번에 멋있었음,짱짱 추천쓰 닥터스트레인지 이번에 멋있었음,짱짱 추천서 닥터 스트레인지 이번에 멋있었음
긍정,9점대는 아니더라도 7점대일 정도는 아닌듯,9점대는 아니더라도 7점대일 정도는 아닌듯,9점대는 아니더라도 7점 대일 정도는 아닌 듯
긍정,너무 재미있었다!역시 마블!ㅠㅠ완다가 넘 가여워서 아가들 볼때 저두 같이 눈물이스트레인지도 크리스틴하구 잘 됬으면 좋았을텐데 아쉽구용 3편이 기대되요!,너무 재미있었다 역시 마블 완다가 넘 가여워서 아가들 볼때 저두 같이 눈물이스트레인지도 크리스틴하구 잘 됬으면 좋았을텐데 아쉽구용 3편이 기대되요 ,너무 재미있었다 역시 마블 완다가 너무 가여워서 아가들 볼 때 저도 같이 눈물이 스트레인지도 크리스틴 하구 잘 됐으면 좋았을 텐데 아쉽고요 3편이 기대돼요
긍정,재밌는데 평점이.왜이러지 마지막에 눈물 날 뻔!,재밌는데 평점이 왜이러지 마지막에 눈물 날 뻔 ,재밌는데 평점이 왜 이러지 마지막에 눈물 날 뻔 
긍정,대혼돈...그래도 마블...,대혼돈 그래도 마블,대혼돈 그래도 마블
긍정,완다 이미지가 강렬해서 좋았움,완다 이미지가 강렬해서 좋았움,완다 이미지가 강렬해서 좋았음
긍정,화려한 영상 재밌게 봤어요,화려한 영상 재밌게 봤어요,화려한 영상 재밌게 봤어요
긍정,마블이 보여주는 공포영화 느낌이 새롭다,마블이 보여주는 공포영화 느낌이 새롭다,마블이 보여주는 공포영화 느낌이 새롭다
긍정,이번에 진짜 잘 만들었음..,이번에 진짜 잘 만들었음,이번에 진짜 잘 만들었음
긍정,12세 아닙니다...,12세 아닙니다,12세 아닙니다
긍정,마지막 쿠키영상은 꼭 봐야함,마지막 쿠키영상은 꼭 봐야함,마지막 쿠키영상은 꼭 봐야 함
긍정,저는 음표 날리는 거 신선했음!ㅋㅋㅋ재밌게 잘 봤어요!!,저는 음표 날리는 거 신선했음 재밌게 잘 봤어요 ,저는 음표 날리는 거 신선했으면 재밌게 잘 봤어요 
긍정,6년만에 닥스 솔로무비 나온 이유ㅋㅋㅋ마블이 비주얼 땜에 이갈고 만드느라 오래 걸린거였네ㅋㅋㅋㅋ,6년만에 닥스 솔로무비 나온 이유 마블이 비주얼 땜에 이갈고 만드느라 오래 걸린거였네 ,6년 만에 닥스 솔로 무비 나온 이유 마블이 비주얼 땜에 이갈고 만드느라 오래 걸린 거였네
긍정,시간 가는 줄 모르고 재밌게 봤네여,시간 가는 줄 모르고 재밌게 봤네여,시간 가는 줄 모르고 재밌게 봤네요
긍정,솔직히 완다 개불쌍함ㅠ 완다 벌은 받지만 해피엔딩바랬는데,솔직히 완다 개불쌍함 완다 벌은 받지만 해피엔딩바랬는데,솔직히 완다 개불쌍함 완다 벌은 받지만 해피엔딩 바랬는데
긍정,기대없이 봤지만 화려한 CG로 지루할 틈 없었고 생각보다 훨씬 재밌었어요~,기대없이 봤지만 화려한 CG로 지루할 틈 없었고 생각보다 훨씬 재밌었어요 ,기대 없이 봤지만 화려한 CG로 지루할 틈 없었고 생각보다 훨씬 재밌었어요 
긍정,완다비전부터 존버한 보람이 있다..ㅠㅠ,완다비전부터 존버한 보람이 있다 ,완다 이전부터 존 번 한 보람이 있다 
긍정,오늘부터 불꽃 카리스마는 완다로 하자..,오늘부터 불꽃 카리스마는 완다로 하자,오늘부터 불꽃 카리스마는 완다로 하자
긍정,명불허전 마블이죠. 올해 나온 영화들 중 최고의 영화가 될 것 같아요.,명불허전 마블이죠 올해 나온 영화들 중 최고의 영화가 될 것 같아요,명불허전 마블이죠 올해 나온 영화들 중 최고의 영화가 될 것 같아요
긍정,초반에는 역시 마블은 어벤저스 미만 잡 CG를 아끼는구나 했는데 초반문어CG만 좀 구리고 좋음 완다가 연기를 그렇게 잘 하는지 몰랐네 좀 찡했고 갠적으로 닥터스트레인지1보다 재밌었음,초반에는 역시 마블은 어벤저스 미만 잡 CG를 아끼는구나 했는데 초반문어CG만 좀 구리고 좋음 완다가 연기를 그렇게 잘 하는지 몰랐네 좀 찡했고 갠적으로 닥터스트레인지1보다 재밌었음,초반에는 역시 마블은 어벤저스 미만 잡 CG를 아끼는구나 했는데 초반 문어 CG만 좀 구리고 좋음 완다가 연기를 그렇게 잘 하는지 몰랐네 좀 찡했고 개인적으로 닥터 스트레인지 1보다 재밌었음
긍정,영상 연출은 정말 멋짐요ㅋㅋ,영상 연출은 정말 멋짐요 ,영상 연출은 정말 멋짐요 
긍정,너무 재밌어요 다시 보고싶네요ㅋㅋㅋㅋ믿고 보는 마블 영화!,너무 재밌어요 다시 보고싶네요 믿고 보는 마블 영화 ,너무 재밌어요 다시 보고 싶네요 믿고 보는 마블 영화 
긍정,후기가 별로여서 기대 안하고 봤는데 진짜 재밌었음 완다비전 안보고 가서 조금 이해가 안되긴 했는데 큰 지장이 없었음 마지막 부분에 음표싸움 씬 ? 그거만 왜있는지 의문이고 그냥 웃겼고 그거 빼곤 스토리도 괜찮고 재미있었음 기대안하고 봤는데 싫망 안하고 재밌게 봤음,후기가 별로여서 기대 안하고 봤는데 진짜 재밌었음 완다비전 안보고 가서 조금 이해가 안되긴 했는데 큰 지장이 없었음 마지막 부분에 음표싸움 씬 그거만 왜있는지 의문이고 그냥 웃겼고 그거 빼곤 스토리도 괜찮고 재미있었음 기대안하고 봤는데 싫망 안하고 재밌게 봤음,후기가 별로여서 기대 안 하고 봤는데 진짜 재밌었음 완다 비전 안 보고 가서 조금 이해가 안 되긴 했는데 큰 지장이 없었음 마지막 부분에 음표 싸움 신 그거만 왜 있는지 의문이고 그냥 웃겼고 그거 빼곤 스토리도 괜찮고 재미있었음 기대 안 하고 봤는데 실망 안 하고 재밌게 봤음
긍정,핵꿀잼 또 보고싶은 영화에요,핵꿀잼 또 보고싶은 영화에요,핵꿀잼 또 보고 싶은 영화에요
긍정,진짜 꿀잼인데? 마블 영화중 평타 이상 ㄹㅇ,진짜 꿀잼인데 마블 영화중 평타 이상 ,진짜 꿀 잼인데 마블 영화 중 평타 이상 
긍정,이번 영화는 완다가 닥스만큼 비중있어서 넘 좋았음 마블 세계관 발라버리는 울 언니 멋짐 인정ㅎㅎㅎ,이번 영화는 완다가 닥스만큼 비중있어서 넘 좋았음 마블 세계관 발라버리는 울 언니 멋짐 인정 ,이번 영화는 완다가 닥스만큼 비중 있어서 너무 좋았음 마블 세계관 발라버리는 울 언니 멋짐 인정 
