분류,spell_check
0,화려한 거 보러 왔는데 화려하지 않음
0,마블은 이제 끝인가 연속으로 별로다 이제 dc의 반격이
0,모든 게 엉망의 대혼돈 쓸데없는 관객 시간 뺏는 엔딩 끝 아무 재미없는 허영상 쿠키 그딴 거 넣지 마라 마블 너 거네들이 무슨 영화계 맘대로 주무르고 있단 듯 거만함마저 느꺼짐
0,마블 호로 버전 보고 왔어요 아니 무슨 문어 괴물 눈알 빼고 창에 꽃이는 그런 모습까지 나오게 하는지 19금 이였나요 여하튼 이번 작품은 저랑은 안 맞네요
0,그냥 별점 그대로임 대혼돈의 멀티버스가 아니라 그냥 대혼돈 끝
0,개인적인으로 닥터 스트레인지 중 가장 지루해
0,음표 날리기 좀비 설정 보다보다 왜 이러나 싶을 정도의 연출력과 갑작스러운 호러 분위기 조성 제일 열받는 건 완다와 캡마블 캐릭터 붕괴 내가 뭘 본 건가 싶더라
0,감독 포트폴리오 보는 줄 알았음 올슨 연기력 아니었으면 별 한 개도 아까울 뻔 마블 영화 보러 갔는데 웬 명장 병 걸린 감독의 오마주 연출 떡칠이 기다리고 있네 그마저도 점프 스퀘어 하나 빼곤 다 피곤하고 개연성 없는 연출들 뿐임 영화가 재미없는 건 아닌데 난 닥스 보러 왔지 샘 레 뮤지엄 보러 온 게 아니라고
0,하 멀티버스 같은 소리하내 무협 좀비 미국 호러 등등 섞어 노은 영화 같음 지루해서 지루해서 중간중간 졸고 마블 영화는 여기까지인듯 뭐가 공감이나 이해가 돼야 말이지
0,마블이라 기대하지 않고 봤다면 그저 그런 팝콘무비라 생각하고 후하게 점수를 줄 거지만 마블의 이름을 달고 이런 식의 영화를 만들다니 개탄할 노릇이다 감독의 역량이 중요한데 관객은 어설픈 공폭 영화를 보러 간 게 아닌데 공포도 없는 공포영화를 만들어 버렸음
0,샘 레이미 범벅임 스토리 자체는 좋았으나 연출 cg 사운드 등 기존 마블 스타일과는 다름 각본에도 손을 댄 건 지 그냥 킬링타임용 영화가 됨 마블은 이 감독 쓰면 안 될 듯
0,퍼스트 어벤저도 중간중간 졸았던 정도였는데 이건 그냥 초반 한 시간 잠듦
0,페미 흑인 묻은 건 그렇다 치고 유치해서 못 봐주겠음 음표 전투는 뜬금 폭로 터져서 유치하고 닥스 영화인데 닥스 개무 쓸모 그냥 동네 마술쟁이 집합소 수준의 생텀 마블 영화라는 게 믿기지가 않는다
0,참 이 좋은 캐릭터들을
0,나의 마블은 엔드게임에서 끝났다
0,새로운 정보들을 간략한 서사와 함께 너무 많이 넣었고 멀티버스라는 복잡하고 독특한 소재를 사용해 루스한 스토리로 만든데 더해 우연에 우연으로 전개되는 납득하기 힘든 영화
0,닥스 아님 완다 비전 예고편 아메리칸 뭣이기 입봉식 꼭 3D로 볼 것 감독이 3D 포폴 만든 듯한 장면 많음 기억나는 생각 이거 B급 패러디 물인가 작가가 지금 우리 학교는 팬인가 바드야 까마귀 까악까악
0,진짜 감독 보고 걸러야 하나 이 캐스팅으로 B급 히어로 공포영화를 만드냐 너무 재미없어서 웃기네 코미디도 좀 있구먼
0,완다 이야기가 하고 싶었으면 완다 영화를 쳐만드세요 괜히 닥스 솔로 무비인데 뭐 하는 짓인지 닥스 1 때는 도르마 무 거리면서 난리도 아니었은데 어휴
0,좋은 소재들인데 이렇게 밖에 풀 수 없었나 싶은 안타깝다 느껴진 영화 어린 자녀와 함께 간다면 아마 뛰쳐나올 듯
0,뭘 말하고 싶었던 걸까
0,핵도 잼이야 진짜 대실망했다 연출
0,악당 쫓아오다가 뭐에 잠깐 갇히면 기다려주네 그리고 그 주인공 역 소녀 역할 너무 발연기 아니냐 책 읽고 발연기에 어떻게 저런 애를 캐스팅하지 이 정도면 삼류영화에 쓰레기 아니냐 이게 왜 1위인 거야 낚여서 봤네
0,제목을 스칼렛 위치로 지었어야지 
0,이럴 거면 닥스 이름 때고 개봉해라 마블 대혼돈의 멀티버스 이렇게 타 캐릭터한테 서사 다 뺏긴 건 차치하고 제대로 이긴 애가 어찌 다른 차원 닥스 하나뿐이냐 그것도 하필 그 부분 연출이 제일 구림 하다못해 초반 몬스터에도 쩔쩔매고 결말도 진짜 너무 구림 빌런을 세게하는 건 좋은데 주인공한테도 그만한 능력을 줬어야지 주인공이 한다는 게 타 캐릭터 각성제 심지어 그 각성한 힘으로 전투를 이긴 것도 아니고 빌런이 잘못을 뉘우치고 자폭하는 결말 차라리 완다랑 좀비 닥스가 비등하게 싸우다가 결국 한 끗 차이로 위험에 빠지는데 차베스가 닥스 구하기 위해 스스로 각성해서 결말은 똑같이 하는 게 나았겠다 웡은 그냥 자빠져 있고 도대체 닥스는 왜 맨날 맞기만 하냐 스파이더맨에선 주인공 띄워준다고 당하더니 막상 자기 영화에선 딴 캐릭터 띄워준다고 당하네 이거 말고도 일루미나티같이 말도 안 되는 문제 많지만 그냥 여기까지만 쓰겠음
0,뭐 하자는 걸까
0,영화 끝나자마자 감독 누군지 찾아봤음 그만큼 연출이 너무 어이없음 마블은 다시는 샘 레이미에게 감독을 맡기지 말아 줬으면 함 히어로 무비가 아니라 뭔 구린 호러 영화를 만들어놨음 처음 완다랑 싸울 때 왜 요즘 일반인도 안 쓰는 대포랑 활을 쏘는지 마법 사면 마법으로 싸웠으면 좋겠음 CGI와 비주얼 이펙트 때문에 영화 본 걸 후회하진 않음 이것만으로도 충분히 재미있었음 갑툭튀 일루미나티 그리고 일루미나티에서 완다는 두렵지 않다며 큰소리 뻥뻥 치더니 다 죽는 것도 어이없음 음표싸움씬 유치하고 이상했음 닥스 영화에는 히어로 옷이 멋있어서 좋았음 이터 널스는 파워레인저 같았는데 옷들이 멋있어서 눈은 즐거웠으면 할 말은 많지만 결론은 이게 다 샘 레이미 탓이다
0,완다 비전 왓 이프 로키까지 보고 갔는데 최상급 재료들을 한 냄비에 때려 박고 레시피 따위 꺼져 마인드로 뚝심 있게 끓여놓은 대혼돈의 잡탕 다른 의미로 공포긴 했음 이 모든 걸 크로마키 스크린 앞에서 해낸 두 주연의 연기력에 깊은 존경을
0,중간에 음악 영화인 줄 스토리 망했고 그냥 cg랑 마블 발로 캐리 한 작품 난 완다가 행복했으면 좋겠다 보지 마세요
0,정신없는 내용 일본 공포물 이블 데드 해리 포터 그런 거 생각남 아쉽다
0,이딴 게 닥터 스트레인지라고 제목을 스칼렛 위치로 바꾸던가 차라리 스투피드 스트레인지로 바꿔라 닥터 스트레인지 하는 거라곤 뭐든 하려다가 처맞기 감정에 호소하려다가 처맞기 도대체 왜 이러는 거냐
0,이걸 보자고 영화관 가서 본 게 아닌데 감독이 미스 캐스팅이었다 장르가 공포도 아니고 스릴러도 아니고 드라마도 아니고 헛웃음 지으면서 봤으니 개그 액션인가 뻔한 클리셰란 클리셰는 다 나옴
0,내 최애 닥터 스트레인지를 이따위로 망쳐버린 감독 다시는 마블 영화에 손대지 마라
0,와 본 영화 중에 제일 재미없었으면 보는 내내 언제 끝나 지하고 몇 번 눈 감음 이번 편 진짜 별로임 2점이 아니라 0점 주고 싶음
0,완전 기대 이하에요 오랜만에 마블 인트로 보는 거로 설렜고 그게 다입니다
0,하아 다들 재밌다 해서 봤는데 보는 이의 관점이 다 다르겠지만 진짜 말도 안 되는 영화라는 걸 확인함 왜 쿠키를 기다렸을까 
0,전개 지루하고 영상 촌스럽다
0,아니 중국 3류 영화 보는 줄 마블에 대한 의리로 겨우 봤다
0,아 아 으 
0, 별 한 개도 아까움 내가 아는 마블 영화 맞냐 완다 기괴하게 쫓아올 때 영화관에서 오짐 쌀뻔했네 내용 전개도 찐따같고 책임져라 감독이야
0,저만 이번 영화 이상했나요 눈 세 개 계속 이렇게 나온다는 건가 상당히 당황스럽네 음표며 좀비며 하하
0,진짜 나 잼이라 해도 마블 영화 다 재밌게 본 것 같은데 영화 보면서 영화 사운드며 연출이며 하 뇌전 온 적은 처음일세
0,제목 그대로 대혼돈임 마블은 앤드 게임 이후로 망테크 같아 
0,진짜 이딴 쓰레기 영화를 빨아주는 건 대깨문급이라고생각함 개나 잼
0,좀비가 이제는 어벤저스구나
0, 호러 코미디 영화로 전향했냐 
0,오랜만에 졸리는 영화였다
0,음표 격투신은 정말이지 
0,완다 예뻐서 2시간 참음 연출 cg 개연성 다 한참 부족함 가붕도 감수하세요
0,이야 음 저 그 아 하아
0,타노스하고 맞짱 떴던 최강의 마법사가 좀비 완다에게 겁에 질려 도망가는 모습 장난하냐 관객 끌어모으려고 이 영화가 12세 등급 베놈보다도 잔인한데 마블 보겠다고 어린애들 많이 갔을 텐데 울고 나오겠더라 15세로 올려라 등급을
0,정신없고 90년대 어린이영화 쥬만지 같은 연출 몰입 안 되게 연기 못하는 엑스트라 갑자기 나오고 주인공과 악당의 납득 안되는 서사 진심 최악의 마블 영화 이터 널스 생치보다 더한 영화
0,진짜 핵노잼 영환데 엉덩이 배겼음 초등학생 공포물인 듯 마동석 나온 거 뭐지 자장가 영화 그것보단 재밌음
0,솔직히 여기 평점 알바 엄청나고 만 보는 내내 지루하고 스토리 산으로 가고 중국 몽도 아닌 너무 cg 남발에 스트레인지가 주인공인지 아니면 완다가 주인공인지 대혼돈 그 자체고 역시 1은 이길 수 없다는 걸 깨달음 보는 내내 졸려서 자다가 어이없는 결말 보고 돈 엄청 아까웠다
0,공포 영화 웃겼고 유치했고 실망스러웠다
0,감독 약 빨고 만든 거임 줘패고 싶네
0,멀티버스 이동하는 장면만 쩔었고그거 말곤 남는 게 없다
0,옛날 촌스러운 공포 연출과 사운드 굳이 필요했을까 싶은 완다의 귀신같은 이미지 멋지게 등장했으나 허망하게 사라진 배우 들 뻔하디 뻔한 개과천선 결말 저는 기대를 많이 해서 그런지 실망이 많았던 영화였습니다
0,진짜 b급 영화 다 됐네 하
0,Pc 좀 작작 넣었으면 좋겠다 그놈의 멀티버스 히어로들은 왜 하나같이 흑인 여성 장애인이고 어머니들은 대체 뭐냐 생물학적으로 가능하긴 하냐 억지로 넣는 pc 요소 때문에 마블도 이제 더 이상 영화관에서 보고 싶지 않음
0,CG도 마블답지 않게 약간 어색하고 히어로도 이제 너무 많이 나와서 주구 난방에다가 웬 좀비물을 만들어놓고 대실망
0,사라 캐리건과 마법천자문
0,B급 감성의 3류 미국 호러 영화 본 느낌 마블 영화에 호러가 신선하긴 했는데 스토리 진행하면서 뜬금없이 튀어나오는 것도 몰입을 방해했고 멀티버스여도 벨 분에 사건 개연성 떨어지고 액션은 어색하고 음표 신은 신선하긴 했다만 그런 연출이 있으면서 왜 완다랑만 붙으면 기존의 뻔한 마법만 보여주는지 주인공인 스트레인지는 원작과는 다르게 점점 너프 먹는 듯 마블 영화에선 타임 스톤 없는 스트레인지는 쓰레기인 건지 아님 문어가 타 노스급인 건지 어휴
0,인피니티 사가 이후 많은 마블 영화가 말아먹었으니 논외로 하고 최악의 영화 중 하나라고 해도 과언이 아님 다들 아는척하려고 샘 레이미가 샘 레이미 했다 면서 억빠하던데 샘 레이미가 샘 레이 미 해서 망한 영화임 마틴 스콜세지는 나이가 들수록 시대 흐름에 따라 연출이 세련된 반면 샘 레이미는 나이가 들수록 지 하고 싶은 것만 하고 8 90년대 B급 연출에서 하나도 나아진 게 없음
0,개연성이 전무후무한 작품 조금 있는 스토리도 우연이나 행운으로 퉁치는 쓰레기
0,능력만으로 구성해도 좋았을 것 같은데 핼러윈도 아니고 여름특집도 아니고 애매했어요 
0,일단 영화에 한국말이랑 태극기 안 나와서 1점 줌 이건 모든 한국인을 대표해서 주는 거임
0,닥터 1 완다 비전 너무 재밌게 봐서 그런가 다른 감독 불러와라 내 머릿속 진짜 혼돈이다
0,마블 영화에 멀티버스가 나오면서 가장 우려했던 시나리오가 악몽이 되어서 구현된듯한 영화 멀티버스란 설정만 가져다 쓰면 지 대로 아무거나 처박아도 이해해주겠지라는 생각으로 만든 제목 그대로인 대혼돈의 영화
0,왜 이따위로 영화를 만들었는지 이해가 안 가네요
0,재미없음 마블에 좀비물이 뭐냐
0,기대가 너무 컸습니다 어떻게 각본을 이렇게 못 쓸 수 있지 
0,어린이날이라고 아이와 봤다면 애들한테 1년에 1번 있는 소중한 날에 악몽을 선물해준 겁니다
0,It s over
0,닥스 1 재미나게 봐서 기대했는데 뭔 공포영화인가 문어랑 싸울 때가 젤 재미남
0,너무 재미없다 
0,진짜 재밌었다고 하는 애들은 악마다 이걸 재밌다고 끌어들이는 건 진짜 
0,기대를 많이 하고 있던 영화라 실망도 큽니다 잠깐잠깐 지루했어요 음표 넣어둬
0,닥스 1보다 못한 영상미 마블은 다시는 샘 레이미 같은 감독한테 중요한 작품 맡기질 말길 노 웨이 홈 미러 세계 전투의 반의반 수준이 되는 장면이 단 한 개도 없는 닥스 영화라니 
0,음표에 오선지 나올 때 내가 만든 영화도 아닌데 주변 눈치 봤음
0,분명 히어로 영화 보러 왔는데 b급 감성 공포영화 보러 온 느낌 애들 절대 못 봄 스토리 너무 질질 끔 감동 재미 1도 없고 주인공 악역 그냥 모든 캐릭터가 답답함 개인적으로 느낀 점임
0,미러 디멘션의 화려한 전투를 기대했는데 음표 전투라니
0,마블과 닥터 스트레인지의 위엄과 품위를 샘 레이미가 망쳐놨네
0,누가 주인공인지 애매한 스토리 마블 히어로 재탕으로 계속 나오기는 하는데 예전만큼의 감흥이 없다 그리고 또 시리즈로 만들 생각에 대사가 너무 길고 와중에 디즈니 홍보까지 이제는 우리가 봉인 양 마블 시리즈로 관객을 조롱하나 그런 생각도 든다
